Item_Fat_Content,Item_Identifier,Item_MRP,Item_Outlet_Sales,Item_Visibility,Item_Weight,Outlet_Identifier,Outlet_Location_Type,Outlet_Size,Outlet_Type,Outlet_Years,Outlet,Identifier
0,FDS35,63.2826,1033.3216,0.110681931,9.3,OUT027,2,1,3,28,5,896
1,FDI41,145.1418,4561.3958,0.061955439,18.5,OUT027,2,1,3,28,5,495
0,FDN21,163.1236,2416.854,0.076483451,18.6,OUT027,2,1,3,28,5,665
0,NCO18,176.8686,2133.2232,0.024701262,13.15,OUT045,1,2,1,11,7,1427
0,FDB34,85.2198,1482.7366,0.02671821,15.25,OUT018,2,1,2,4,3,214
0,FDD05,121.5098,2892.2352,0.016597651,19.35,OUT013,2,0,1,26,1,281
0,FDX59,33.0558,984.7182,0.0514111,10.195,OUT027,2,1,3,28,5,1165
1,FDZ23,185.424,745.696,0.112985849,17.75,OUT010,2,2,0,15,0,1233
1,FDX27,92.7436,1323.6104,0.11411709,20.7,OUT046,0,2,1,16,8,1139
0,FDV07,110.4228,1547.3192,0,9.5,OUT017,1,2,1,6,2,1021
0,FDR14,55.5298,647.1576,0.175033524,11.65,OUT017,1,2,1,6,2,831
1,FDO01,128.7994,1798.9916,0.020760673,21.1,OUT045,1,2,1,11,7,691
0,FDO13,166.3526,1973.4312,0.061405051,7.865,OUT017,1,2,1,6,2,699
0,FDU25,57.0246,1737.738,0.026676216,12.35,OUT035,1,2,1,9,6,987
0,NCK54,114.715,1864.24,0.029380407,12.15,OUT027,2,1,3,28,5,1374
0,FDZ56,168.1474,1516.0266,0.025715562,16.25,OUT013,2,0,1,26,1,1259
0,NCL55,253.704,5060.08,0.065026434,12.15,OUT017,1,2,1,6,2,1388
1,FDD59,78.296,2157.192,0.066315023,10.5,OUT045,1,2,1,11,7,317
1,FDJ55,226.0404,5400.9696,0.023664054,12.8,OUT017,1,2,1,6,2,538
0,FDA45,177.637,5469.547,0.154627247,21.25,OUT027,2,1,3,28,5,179
0,DRF23,172.8396,174.4396,0.205294827,4.61,OUT010,2,2,0,15,0,41
0,FDT49,105.728,1278.336,0.152261999,7,OUT017,1,2,1,6,2,957
0,NCO17,120.644,1917.504,0,10,OUT035,1,2,1,9,6,1426
0,FDH22,128.1678,1017.3424,0.136275173,6.405,OUT035,1,2,1,9,6,444
0,FDT34,104.2964,1998.7316,0.174621343,9.3,OUT049,0,1,1,14,9,944
0,FDB39,57.9272,615.1992,0.038597077,11.6,OUT045,1,2,1,11,7,219
0,FDQ22,39.1822,314.2576,0.029799965,16.75,OUT045,1,2,1,11,7,791
0,NCN43,122.973,123.173,0.011314423,12.15,OUT010,2,2,0,15,0,1417
0,FDG57,48.2034,1020.6714,0.072410764,14.7,OUT049,0,1,1,14,9,427
1,FDR20,46.7744,1222.4088,0.028118435,20,OUT035,1,2,1,9,6,835
0,FDU22,120.2124,474.0496,0.163350221,12.35,OUT019,0,2,0,28,4,984
0,NCC43,250.9066,1506.0396,0.093307713,7.39,OUT017,1,2,1,6,2,1291
1,FDP01,150.5682,762.341,0.105994654,20.75,OUT010,2,2,0,15,0,732
0,FDF52,184.2292,1277.0044,0.067055339,9.3,OUT018,2,1,2,4,3,388
0,FDZ33,147.6076,3547.3824,0.107376743,10.195,OUT035,1,2,1,9,6,1240
1,FDP48,181.395,6042.135,0.043810028,7.52,OUT027,2,1,3,28,5,766
0,FDW56,192.2162,384.8324,0.118672537,7.68,OUT010,2,2,0,15,0,1112
0,FDC26,110.6886,1223.0746,0.126897925,10.195,OUT018,2,1,2,4,3,252
1,FDF34,200.0084,2182.4924,0.014076503,9.3,OUT018,2,1,2,4,3,377
1,FDJ33,123.473,1478.076,0.088305478,8.895,OUT035,1,2,1,9,6,525
0,FDD04,143.2154,1418.154,0.090153756,16,OUT045,1,2,1,11,7,280
0,NCJ31,239.2196,5061.4116,0.182501773,19.2,OUT013,2,0,1,26,1,1359
0,FDO57,161.7578,2888.2404,0.108710162,20.75,OUT046,0,2,1,16,8,729
1,FDM36,172.1422,5518.1504,0.058446424,11.65,OUT027,2,1,3,28,5,639
0,NCY05,35.2874,741.0354,0.054990009,13.5,OUT046,0,2,1,16,8,1539
1,FDS44,241.7538,9133.4444,0.15528831,12.65,OUT027,2,1,3,28,5,902
1,FDZ39,101.199,1857.582,0.018021361,19.7,OUT035,1,2,1,9,6,1246
0,NCM31,143.3154,2836.308,0.0816559,6.095,OUT017,1,2,1,6,2,1398
0,DRK11,150.8392,2982.784,0.010755465,8.21,OUT013,2,0,1,26,1,103
0,FDO34,165.9816,167.7816,0.050111641,17.7,OUT010,2,2,0,15,0,714
0,NCL30,127.3336,1150.5024,0.048931174,18.1,OUT035,1,2,1,9,6,1382
0,FDK28,259.2646,9275.9256,0.065960909,5.695,OUT017,1,2,1,6,2,559
0,DRJ39,219.3482,5038.1086,0.036319195,20.25,OUT035,1,2,1,9,6,97
0,NCP06,152.3366,2115.9124,0.039055756,20.7,OUT027,2,1,3,28,5,1439
1,FDE33,80.3644,1885.5456,0.049395242,19.35,OUT027,2,1,3,28,5,337
0,FDZ44,115.6808,703.0848,0.038789271,8.185,OUT049,0,1,1,14,9,1249
0,FDV46,140.718,2656.542,0.012659235,18.2,OUT018,2,1,2,4,3,1054
0,NCO06,33.3558,713.0718,0.108010006,19.25,OUT035,1,2,1,9,6,1423
0,DRG03,154.4998,1691.7978,0.061934991,14.5,OUT013,2,0,1,26,1,51
1,FDU37,80.196,2157.192,0.104421237,9.5,OUT013,2,0,1,26,1,997
0,FDI57,196.8768,2561.9984,0.053980686,19.85,OUT013,2,0,1,26,1,504
1,FDM45,119.7756,2059.9852,0.088121336,8.655,OUT013,2,0,1,26,1,644
0,FDC26,109.2886,1334.2632,0.126359196,10.195,OUT035,1,2,1,9,6,252
0,FDU14,248.375,10236.675,0.034584356,17.75,OUT027,2,1,3,28,5,978
1,FDB26,51.464,692.432,0.031267496,14,OUT046,0,2,1,16,8,208
1,FDC29,114.0176,1488.7288,0.024304264,8.39,OUT018,2,1,2,4,3,254
0,FDY58,228.9694,6622.7126,0.040144377,11.65,OUT017,1,2,1,6,2,1213
1,FDR59,260.4594,3139.9128,0.063851475,14.5,OUT035,1,2,1,9,6,866
0,FDS03,65.8826,1614.565,0.079243005,7.825,OUT027,2,1,3,28,5,870
0,FDR43,38.319,585.904,0.161355122,18.2,OUT013,2,0,1,26,1,853
1,FDZ25,169.379,5602.707,0.02748331,15.7,OUT027,2,1,3,28,5,1234
0,NCN26,117.1808,703.0848,0.028738058,10.85,OUT045,1,2,1,11,7,1412
0,FDO38,77.2986,1012.6818,0.073135768,17.25,OUT018,2,1,2,4,3,717
1,FDP28,261.2936,3131.9232,0.081096613,13.65,OUT017,1,2,1,6,2,753
0,FDG31,65.4826,258.3304,0.063430788,12.15,OUT010,2,2,0,15,0,411
0,FDI45,176.1054,4027.4242,0.037549969,13.1,OUT013,2,0,1,26,1,497
0,NCS54,176.037,352.874,0.016726506,13.6,OUT010,2,2,0,15,0,1488
1,FDE17,152.2366,2418.1856,0.054565932,20.1,OUT045,1,2,1,11,7,327
0,NCG06,257.6646,2061.3168,0.029445361,16.35,OUT046,0,2,1,16,8,1324
0,FDQ57,144.476,146.476,0.048932713,7.275,OUT019,0,2,0,28,4,816
0,NCB31,263.991,4207.856,0.118651919,6.235,OUT035,1,2,1,9,6,1279
0,NCP29,65.8168,830.9184,0.112728355,8.42,OUT018,2,1,2,4,3,1443
0,NCX29,144.3102,145.8102,0.156094569,10,OUT019,0,2,0,28,4,1533
1,FDU37,78.796,1198.44,0.104933928,9.5,OUT018,2,1,2,4,3,997
1,FDM02,86.0198,87.2198,0.12341737,12.5,OUT010,2,2,0,15,0,618
1,FDN16,102.199,1960.781,0.062700289,12.6,OUT046,0,2,1,16,8,663
0,FDR46,147.476,2929.52,0.139417654,16.85,OUT046,0,2,1,16,8,856
1,FDE50,189.3556,2253.0672,0.01612717,19.7,OUT027,2,1,3,28,5,349
1,FDL52,39.8506,75.9012,0.077145553,6.635,OUT010,2,2,0,15,0,613
1,FDQ49,157.663,2190.482,0.039215075,20.2,OUT013,2,0,1,26,1,811
0,FDI14,140.2496,1693.7952,0.089859642,14.1,OUT045,1,2,1,11,7,477
1,FDS16,145.676,3661.9,0.066121873,15.15,OUT013,2,0,1,26,1,881
1,FDU15,37.9532,862.8768,0.026643448,13.65,OUT049,0,1,1,14,9,979
0,NCG43,94.0462,1850.924,0.073879939,20.2,OUT027,2,1,3,28,5,1330
0,FDR23,177.837,6351.732,0.08139146,15.85,OUT027,2,1,3,28,5,838
0,FDS52,102.1016,3542.056,0.005448005,8.89,OUT027,2,1,3,28,5,910
0,NCP18,151.9708,3611.2992,0.028714747,12.15,OUT018,2,1,2,4,3,1442
0,DRF23,172.8396,7152.0236,0.122058364,4.61,OUT027,2,1,3,28,5,41
1,FDO09,262.191,6048.793,0.125528734,13.5,OUT045,1,2,1,11,7,695
1,FDB40,145.9102,2187.153,0.007555176,17.5,OUT045,1,2,1,11,7,220
0,DRK37,189.453,759.012,0.077046505,5,OUT019,0,2,0,28,4,108
0,DRN11,145.2444,1451.444,0.162980276,7.85,OUT046,0,2,1,16,8,130
0,FDE22,159.692,958.752,0.029632784,9.695,OUT045,1,2,1,11,7,330
0,FDF04,256.4304,1808.3128,0.013634468,17.5,OUT035,1,2,1,9,6,358
1,FDE41,83.1566,1099.2358,0.064376263,9.195,OUT017,1,2,1,6,2,344
0,FDW08,106.028,1810.976,0.147663025,12.1,OUT027,2,1,3,28,5,1072
0,NCD54,143.4786,2311.6576,0.029003459,21.1,OUT035,1,2,1,9,6,1302
0,FDZ33,146.5076,1330.2684,0.107834541,10.195,OUT018,2,1,2,4,3,1240
0,FDO23,93.8436,1418.154,0.146399663,17.85,OUT035,1,2,1,9,6,706
1,FDN34,167.1132,2874.9244,0.04575559,15.6,OUT035,1,2,1,9,6,675
1,FDL39,182.1318,2345.6134,0.063278652,16.1,OUT013,2,0,1,26,1,604
0,FDT28,151.6708,3912.2408,0.063664998,13.3,OUT049,0,1,1,14,9,940
0,FDH33,45.9428,1274.3412,0.122221269,12.85,OUT018,2,1,2,4,3,451
0,FDA34,171.808,5712.564,0.014944614,11.5,OUT017,1,2,1,6,2,170
0,FDZ56,166.4474,5390.3168,0.025732114,16.25,OUT035,1,2,1,9,6,1259
0,DRH23,54.0614,1160.4894,0.171281641,14.65,OUT017,1,2,1,6,2,69
0,NCO18,177.4686,5510.8266,0.024646608,13.15,OUT035,1,2,1,9,6,1427
0,DRG27,42.0138,568.5932,0,8.895,OUT018,2,1,2,4,3,57
0,FDM28,181.366,179.766,0.075661985,15.7,OUT010,2,2,0,15,0,635
0,NCY41,35.7532,143.8128,0.126765903,16.75,OUT010,2,2,0,15,0,1545
1,FDD21,114.4176,2633.9048,0.030563449,10.3,OUT035,1,2,1,9,6,290
1,FDD44,257.1646,6183.9504,0.078522357,8.05,OUT049,0,1,1,14,9,305
0,FDP16,246.6802,2702.4822,0.039294854,18.6,OUT046,0,2,1,16,8,743
0,FDQ37,193.4478,4843.695,0.089260667,20.75,OUT046,0,2,1,16,8,803
0,NCY05,37.0874,952.7598,0.05510153,13.5,OUT045,1,2,1,11,7,1539
0,NCE07,142.0154,1985.4156,0.013127548,8.18,OUT035,1,2,1,9,6,1305
0,DRI51,173.3764,2061.3168,0.042233642,17.25,OUT035,1,2,1,9,6,87
0,NCI31,35.519,1025.332,0.081492092,20,OUT045,1,2,1,11,7,1347
1,FDK60,96.2068,3013.4108,0,16.5,OUT046,0,2,1,16,8,579
1,FDY12,49.8008,809.6128,0.14061104,9.8,OUT046,0,2,1,16,8,1176
0,FDO38,76.0986,623.1888,0.072952298,17.25,OUT049,0,1,1,14,9,717
0,FDP11,218.7166,1088.583,0.069087481,15.85,OUT035,1,2,1,9,6,739
1,FDC21,108.4254,217.0508,0.075215349,14.6,OUT019,0,2,0,28,4,249
0,NCF54,172.6422,2931.5174,0.047645037,18,OUT017,1,2,1,6,2,1322
0,FDC35,207.5638,4555.4036,0.122242847,7.435,OUT027,2,1,3,28,5,258
0,FDV43,46.2086,490.6946,0.076975118,16,OUT049,0,1,1,14,9,1051
0,DRE12,111.686,1584.604,0.070890602,4.59,OUT049,0,1,1,14,9,28
0,DRE27,97.2726,782.9808,0.132560174,11.85,OUT013,2,0,1,26,1,32
1,DRC36,173.7054,5778.4782,0.044767032,13,OUT027,2,1,3,28,5,14
0,FDZ38,174.0422,5173.266,0.007962273,17.6,OUT027,2,1,3,28,5,1245
0,NCW42,220.7456,4420.912,0.058799705,18.2,OUT017,1,2,1,6,2,1526
0,NCZ18,255.5698,1522.0188,0.186445212,7.825,OUT045,1,2,1,11,7,1552
1,FDL13,232.73,932.12,0.098606543,13.85,OUT019,0,2,0,28,4,587
0,NCN18,113.3544,1006.6896,0.125222705,8.895,OUT018,2,1,2,4,3,1410
1,FDI41,148.6418,1765.7016,0.062609071,18.5,OUT017,1,2,1,6,2,495
1,FDV22,157.463,2503.408,0.009930514,14.85,OUT013,2,0,1,26,1,1034
0,NCB43,187.8898,7296.5022,0.099428487,20.2,OUT027,2,1,3,28,5,1281
0,FDQ46,110.1544,2684.5056,0.103793399,7.51,OUT035,1,2,1,9,6,808
0,FDC44,111.9518,2163.1842,0,15.6,OUT049,0,1,1,14,9,264
0,FDB22,154.3998,3383.5956,0.111419588,8.02,OUT035,1,2,1,9,6,206
0,FDV23,124.4046,2241.0828,0.106051405,11,OUT045,1,2,1,11,7,1035
1,FDK10,181.166,3415.554,0.04016342,5.785,OUT027,2,1,3,28,5,548
0,FDF05,264.391,5259.82,0.026925385,17.5,OUT045,1,2,1,11,7,359
0,FDL33,193.8452,1957.452,0.099962524,7.235,OUT046,0,2,1,16,8,600
0,FDD20,126.4046,5353.6978,0.020614212,14.15,OUT027,2,1,3,28,5,289
0,NCM54,125.6678,4832.3764,0.050692386,17.7,OUT027,2,1,3,28,5,1403
0,FDW48,81.0618,1450.1124,0.008589133,18,OUT017,1,2,1,6,2,1106
0,DRF36,189.0846,5350.3688,0.023673342,16.1,OUT018,2,1,2,4,3,44
0,NCM06,155.2656,2934.8464,0.075881475,7.475,OUT045,1,2,1,11,7,1390
0,NCA54,178.7318,360.8636,0.061330521,16.5,OUT010,2,2,0,15,0,1273
0,FDT46,49.8008,708.4112,0.030869612,11.35,OUT045,1,2,1,11,7,954
1,FDH20,95.441,2220.443,0.024944396,16.1,OUT035,1,2,1,9,6,442
0,FDT38,83.1566,1606.5754,0.057654132,18.7,OUT045,1,2,1,11,7,948
0,NCI17,96.641,868.869,0.143713508,8.645,OUT045,1,2,1,11,7,1343
0,FDO40,147.1392,2237.088,0.032812669,17.1,OUT017,1,2,1,6,2,719
1,FDP12,36.9874,705.748,0.045266806,9.8,OUT046,0,2,1,16,8,740
0,FDI44,75.2328,1544.656,0.099747488,16.1,OUT027,2,1,3,28,5,496
0,FDB21,242.9854,6767.1912,0,7.475,OUT027,2,1,3,28,5,205
0,FDG16,213.7192,1078.596,0.089742065,15.25,OUT013,2,0,1,26,1,402
0,NCZ42,236.5248,4029.4216,0.011351778,10.5,OUT017,1,2,1,6,2,1556
0,NCJ30,170.379,1018.674,0.081096613,5.82,OUT017,1,2,1,6,2,1358
0,FDV49,263.2226,3700.5164,0.025827199,10,OUT046,0,2,1,16,8,1057
0,NCO43,103.1016,2024.032,0,5.5,OUT045,1,2,1,11,7,1433
0,NCF18,191.9504,767.0016,0.148938624,18.35,OUT010,2,2,0,15,0,1316
0,NCX41,211.0244,1482.0708,0,19,OUT010,2,2,0,15,0,1535
1,FDY11,67.5142,593.2278,0.029535852,6.71,OUT013,2,0,1,26,1,1175
1,FDU46,88.254,1125.202,0.011143599,10.3,OUT049,0,1,1,14,9,1004
0,NCI18,222.7746,1570.6222,0.014045832,18.35,OUT049,0,1,1,14,9,1344
1,FDL38,90.9172,2141.2128,0.014730322,13.8,OUT035,1,2,1,9,6,603
1,FDY60,144.8128,2157.192,0.026520107,10.5,OUT017,1,2,1,6,2,1215
1,FDF53,178.7318,3428.2042,0.083736551,20.75,OUT049,0,1,1,14,9,389
0,NCM05,263.7226,6872.3876,0.059557164,6.825,OUT027,2,1,3,28,5,1389
1,FDR13,117.8492,1506.0396,0.028837829,9.895,OUT018,2,1,2,4,3,830
0,FDA49,89.0198,174.4396,0.113669629,19.7,OUT019,0,2,0,28,4,183
0,FDY52,59.3536,122.5072,0.012865901,6.365,OUT019,0,2,0,28,4,1209
1,FDL02,107.1622,211.7244,0.182236555,20,OUT019,0,2,0,28,4,580
0,FDO24,156.7604,1901.5248,0.176069023,11.1,OUT013,2,0,1,26,1,707
1,FDM08,223.7088,2684.5056,0.053574075,10.1,OUT035,1,2,1,9,6,621
1,FDJ02,147.2418,294.2836,0.044063785,17.2,OUT019,0,2,0,28,4,507
1,FDW40,143.9812,1139.8496,0.105573769,14,OUT018,2,1,2,4,3,1100
0,FDT46,50.5008,1012.016,0.030657949,11.35,OUT027,2,1,3,28,5,954
1,FDY08,139.9838,1966.7732,0.172042892,9.395,OUT017,1,2,1,6,2,1172
0,FDM21,256.1646,7472.2734,0.064052392,20.2,OUT027,2,1,3,28,5,630
1,FDH26,142.2496,2399.5432,0.034531702,19.25,OUT027,2,1,3,28,5,446
0,NCM42,110.0912,1637.868,0.028365524,6.13,OUT049,0,1,1,14,9,1400
0,FDW13,51.1324,1350.2424,0.097866209,8.5,OUT035,1,2,1,9,6,1077
1,FDN04,178.1344,3747.1224,0.01401884,11.8,OUT027,2,1,3,28,5,656
0,NCD07,114.4518,1593.9252,0,9.1,OUT046,0,2,1,16,8,1295
0,FDB34,85.3198,261.6594,0.044539371,15.25,OUT010,2,2,0,15,0,214
0,FDD09,179.9976,4889.6352,0,13.5,OUT013,2,0,1,26,1,283
0,DRH59,72.338,805.618,0,10.8,OUT049,0,1,1,14,9,76
0,DRN36,95.3752,1438.128,0.050168354,15.2,OUT035,1,2,1,9,6,132
1,DRA24,164.6868,1146.5076,0.040154087,19.35,OUT017,1,2,1,6,2,1
0,FDY36,74.238,1171.808,0.009364957,12.3,OUT027,2,1,3,28,5,1195
1,FDG34,106.9254,3038.7112,0.037539164,11.5,OUT013,2,0,1,26,1,414
0,FDK43,127.302,2277.036,0.026992588,9.8,OUT017,1,2,1,6,2,567
0,NCM06,156.4656,2008.0528,0.076156245,7.475,OUT017,1,2,1,6,2,1390
0,FDK22,215.685,649.155,0.026192765,9.8,OUT018,2,1,2,4,3,554
1,FDF21,188.353,4364.319,0.058542509,10.3,OUT027,2,1,3,28,5,369
0,FDO33,115.3518,1821.6288,0.089686322,14.75,OUT018,2,1,2,4,3,713
0,NCO43,100.0016,708.4112,0.047364617,5.5,OUT017,1,2,1,6,2,1433
0,FDX15,159.6578,3048.6982,0.156269303,17.2,OUT035,1,2,1,9,6,1129
0,FDS10,181.3318,1443.4544,0.035185588,19.2,OUT046,0,2,1,16,8,875
0,FDD46,152.3998,153.7998,0.247321039,6.035,OUT019,0,2,0,28,4,307
1,FDV22,155.763,3129.26,0.009979271,14.85,OUT018,2,1,2,4,3,1034
0,NCR29,58.393,509.337,0.054863459,7.565,OUT018,2,1,2,4,3,1470
0,FDU34,123.8046,3486.1288,0.075620262,18.25,OUT017,1,2,1,6,2,994
1,FDZ35,104.799,1341.587,0.02236923,9.6,OUT018,2,1,2,4,3,1242
1,FDA26,218.4482,4819.0604,0.073906461,7.855,OUT035,1,2,1,9,6,164
0,FDP38,52.2008,759.012,0.032283676,10.1,OUT017,1,2,1,6,2,760
0,FDT22,58.022,659.142,0.11207602,10.395,OUT035,1,2,1,9,6,934
0,FDA50,94.941,1737.738,0.087668236,16.25,OUT017,1,2,1,6,2,184
0,FDY10,115.6176,2519.3872,0.049067877,17.6,OUT046,0,2,1,16,8,1174
1,FDC09,100.8332,1537.998,0.026355345,15.5,OUT045,1,2,1,11,7,241
1,FDT19,172.808,2250.404,0.145631695,7.59,OUT018,2,1,2,4,3,931
0,FDO34,167.2816,5704.5744,0.029793955,17.7,OUT027,2,1,3,28,5,714
0,NCV54,119.6124,2251.7356,0.033160417,11.1,OUT049,0,1,1,14,9,1518
0,FDH57,131.4284,5404.9644,0.035574413,10.895,OUT027,2,1,3,28,5,466
1,FDA28,127.4362,2265.0516,0.047801883,16.1,OUT046,0,2,1,16,8,166
0,FDB05,246.0776,990.7104,0.083198341,5.155,OUT046,0,2,1,16,8,194
0,FDK45,111.586,339.558,0.059281315,11.65,OUT019,0,2,0,28,4,569
0,DRH01,173.0738,347.5476,0.171417316,17.5,OUT019,0,2,0,28,4,64
0,FDY52,62.8536,796.2968,0.007348286,6.365,OUT046,0,2,1,16,8,1209
0,FDR48,152.6024,303.6048,0,11.65,OUT035,1,2,1,9,6,858
1,FDY15,154.463,2190.482,0.170795745,18.25,OUT035,1,2,1,9,6,1179
1,FDM51,102.2674,2444.8176,0.025966531,11.8,OUT049,0,1,1,14,9,647
0,FDR43,37.619,366.19,0.161489509,18.2,OUT046,0,2,1,16,8,853
1,FDW09,81.1302,792.302,0.025899245,13.65,OUT013,2,0,1,26,1,1073
1,FDV44,191.3188,1713.7692,0.039906377,8.365,OUT049,0,1,1,14,9,1052
0,DRH37,165.2526,822.263,0.072864869,17.6,OUT019,0,2,0,28,4,72
1,FDZ47,99.8042,1488.063,0.079419755,20.7,OUT049,0,1,1,14,9,1252
0,NCP43,180.366,2336.958,0.03050705,17.75,OUT046,0,2,1,16,8,1447
0,FDL26,157.3972,778.986,0.073490977,18,OUT018,2,1,2,4,3,596
0,DRM35,177.7344,1605.9096,0.070843019,9.695,OUT017,1,2,1,6,2,124
0,FDM39,178.3002,2328.3026,0.053688479,6.42,OUT018,2,1,2,4,3,641
0,DRD15,233.9642,3717.8272,0.056911107,10.6,OUT045,1,2,1,11,7,19
0,NCK06,122.0756,121.1756,0.014472516,5.03,OUT010,2,2,0,15,0,1364
1,FDV04,156.9288,1571.288,0.150319469,7.825,OUT045,1,2,1,11,7,1020
1,FDG46,112.1518,5351.0346,0.032750291,8.63,OUT027,2,1,3,28,5,421
1,FDO19,50.2034,1166.4816,0.016622448,17.7,OUT049,0,1,1,14,9,702
0,NCN05,182.295,3661.9,0.014482153,8.235,OUT049,0,1,1,14,9,1405
0,DRA12,141.6154,3829.0158,0,11.6,OUT045,1,2,1,11,7,0
1,FDJ02,149.1418,1177.1344,0.025205909,17.2,OUT049,0,1,1,14,9,507
0,NCK17,38.948,519.324,0.037971697,11,OUT045,1,2,1,11,7,1366
0,FDO58,163.6526,1151.1682,0.039544237,19.6,OUT013,2,0,1,26,1,730
0,FDB22,152.6998,3383.5956,0.111613921,8.02,OUT049,0,1,1,14,9,206
1,FDG33,172.7764,2233.0932,0.140524691,5.365,OUT045,1,2,1,11,7,413
1,FDK58,101.9016,2631.2416,0.045073782,11.35,OUT045,1,2,1,11,7,578
0,DRH49,82.8592,165.1184,0.043168763,19.7,OUT019,0,2,0,28,4,74
0,FDT43,51.2324,571.2564,0.020547951,16.35,OUT046,0,2,1,16,8,951
0,NCR38,253.4724,6040.1376,0.113694957,17.25,OUT049,0,1,1,14,9,1472
0,DRI39,57.493,1358.232,0.097043739,13.8,OUT035,1,2,1,9,6,84
0,NCZ05,104.499,1238.388,0.058121214,8.485,OUT035,1,2,1,9,6,1549
1,FDU21,32.3558,169.779,0.07665661,11.8,OUT013,2,0,1,26,1,983
0,NCP54,122.873,2832.979,0.035204319,15.35,OUT049,0,1,1,14,9,1450
0,NCX29,145.6102,2624.5836,0.089333332,10,OUT045,1,2,1,11,7,1533
1,FDV01,153.3314,3257.7594,0,19.2,OUT017,1,2,1,6,2,1017
0,NCS17,95.2436,1796.3284,0.080956792,18.6,OUT017,1,2,1,6,2,1480
0,NCN07,130.9284,1713.7692,0.03391645,18.5,OUT013,2,0,1,26,1,1407
1,FDB14,94.312,2982.784,0.102704495,20.25,OUT035,1,2,1,9,6,200
0,NCJ18,119.2124,1303.6364,0.163910938,12.35,OUT035,1,2,1,9,6,1355
1,FDF57,172.2448,2897.5616,0.058827383,14.5,OUT046,0,2,1,16,8,391
0,DRG01,78.367,918.804,0.044840933,14.8,OUT013,2,0,1,26,1,50
1,FDA02,143.9786,866.8716,0.029843736,14,OUT018,2,1,2,4,3,146
0,DRJ37,150.4024,2884.2456,0.061446997,10.8,OUT017,1,2,1,6,2,96
0,NCP55,53.8614,221.0456,0.011180713,14.65,OUT013,2,0,1,26,1,1451
0,FDW45,147.7418,1618.5598,0.038822077,18,OUT027,2,1,3,28,5,1103
0,FDK38,149.3734,296.9468,0.053397989,6.65,OUT045,1,2,1,11,7,564
0,NCZ30,121.4098,241.0196,0.043828293,6.59,OUT010,2,2,0,15,0,1554
1,FDK08,102.4016,202.4032,0.214139786,9.195,OUT019,0,2,0,28,4,546
1,DRY23,42.9112,426.112,0.109075742,9.395,OUT035,1,2,1,9,6,142
0,FDT31,188.2872,2647.2208,0.012448294,19.75,OUT046,0,2,1,16,8,941
0,FDU52,154.463,2503.408,0.064030636,7.56,OUT018,2,1,2,4,3,1010
0,NCG19,234.8616,2812.3392,0.14781046,20.25,OUT013,2,0,1,26,1,1327
0,NCR30,76.3696,372.848,0.071136948,20.6,OUT045,1,2,1,11,7,1471
1,FDN23,145.4444,2612.5992,0.07566089,6.575,OUT045,1,2,1,11,7,667
1,FDQ01,254.1014,4845.0266,0.16102755,19.7,OUT045,1,2,1,11,7,775
1,FDO22,81.096,159.792,0.029893094,13.5,OUT010,2,2,0,15,0,705
0,DRE13,85.8198,872.198,0.027761289,6.28,OUT045,1,2,1,11,7,29
0,FDL44,160.2894,3235.788,0.012272797,18.25,OUT035,1,2,1,9,6,607
0,FDT34,106.7964,841.5712,0.174317307,9.3,OUT035,1,2,1,9,6,944
0,DRM23,170.6422,1379.5376,0.135707553,16.6,OUT035,1,2,1,9,6,123
0,FDF32,198.9426,3559.3668,0.068219025,16.35,OUT045,1,2,1,11,7,375
0,NCE18,251.675,4244.475,0.021468792,10,OUT045,1,2,1,11,7,1306
1,FDA51,113.2518,3415.554,0.163882129,8.05,OUT027,2,1,3,28,5,185
0,DRZ24,118.344,3115.944,0.082250143,7.535,OUT017,1,2,1,6,2,144
0,FDT48,196.5084,3769.7596,0.046026479,4.92,OUT049,0,1,1,14,9,956
0,DRG11,108.9596,1186.4556,0,6.385,OUT046,0,2,1,16,8,52
0,FDE58,118.3124,1540.6612,0.052149675,18.5,OUT049,0,1,1,14,9,355
0,DRA12,142.3154,2552.6772,0.040911824,11.6,OUT013,2,0,1,26,1,0
0,FDP60,102.0016,1619.2256,0.056235142,17.35,OUT017,1,2,1,6,2,774
1,FDT10,60.9562,829.5868,0.062170334,16.7,OUT045,1,2,1,11,7,924
1,FDE05,147.7102,1166.4816,0.032427039,10.895,OUT013,2,0,1,26,1,320
0,FDC32,91.4462,1665.8316,0.099309997,18.35,OUT045,1,2,1,11,7,255
0,FDJ22,193.6504,2876.256,0.05310896,18.75,OUT017,1,2,1,6,2,520
0,NCH18,246.1802,2702.4822,0.044843161,9.3,OUT018,2,1,2,4,3,1335
0,DRE37,189.4872,189.0872,0.164966345,13.5,OUT019,0,2,0,28,4,33
1,DRC13,124.873,2956.152,0.032435437,8.26,OUT035,1,2,1,9,6,10
0,FDG47,260.3252,8132.0812,0.06961884,12.8,OUT046,0,2,1,16,8,422
0,FDY55,258.3988,1541.9928,0.08165147,16.75,OUT018,2,1,2,4,3,1210
0,NCW29,131.831,3635.268,0.028723187,14,OUT027,2,1,3,28,5,1523
0,NCT05,255.6672,4346.3424,0.020994339,10.895,OUT045,1,2,1,11,7,1489
1,FDN50,93.712,466.06,0.026561057,16.85,OUT049,0,1,1,14,9,684
